image_id,crop,disease_class,is_healthy,width_px,height_px,file_size_kb,is_corrupted,is_duplicate,has_wrong_label,is_low_resolution,split
Tomato___Tomato_Yellow_Leaf_Curl_Virus_03464.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,173.0,False,False,False,False,train
Apple___healthy_01550.jpg,Apple,Apple___healthy,True,224,224,129.6,False,False,False,False,train
Strawberry___Leaf_scorch_00042.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,97.9,False,False,False,False,validation
Corn___Northern_Leaf_Blight_00699.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,219.8,False,False,False,False,train
Grape___healthy_00171.jpg,Grape,Grape___healthy,True,224,224,230.1,False,False,False,False,train
Pepper___Bacterial_spot_00162.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,219.4,False,False,False,False,test
Peach___Bacterial_spot_02130.jpg,Peach,Peach___Bacterial_spot,False,224,224,154.9,False,False,False,False,validation
Tomato___Septoria_leaf_spot_00293.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,207.8,False,False,False,False,train
Tomato___Early_blight_00368.jpg,Tomato,Tomato___Early_blight,False,224,224,185.5,False,False,False,False,train
Potato___healthy_00141.jpg,Potato,Potato___healthy,True,224,224,153.4,False,False,False,False,validation
Peach___Bacterial_spot_00775.jpg,Peach,Peach___Bacterial_spot,False,224,224,109.3,False,False,False,False,train
Pepper___healthy_00464.jpg,Pepper,Pepper___healthy,True,224,224,88.2,False,False,False,False,validation
Corn___Northern_Leaf_Blight_00333.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,47.4,False,False,False,False,train
Squash___Powdery_mildew_01656.jpg,Squash,Squash___Powdery_mildew,False,224,224,144.3,False,False,False,False,train
Cherry___healthy_00521.jpg,Cherry,Cherry___healthy,True,224,224,120.5,False,False,False,False,train
Tomato___healthy_00597.jpg,Tomato,Tomato___healthy,True,224,224,178.2,False,False,False,False,validation
Squash___Powdery_mildew_01258.jpg,Squash,Squash___Powdery_mildew,False,224,224,140.7,False,False,False,False,train
Pepper___healthy_00896.jpg,Pepper,Pepper___healthy,True,224,224,79.3,False,False,False,False,train
Potato___Late_blight_00560.jpg,Potato,Potato___Late_blight,False,224,224,199.8,False,False,False,False,test
Corn___healthy_01127.jpg,Corn,Corn___healthy,True,224,224,56.2,False,False,False,False,train
Corn___Common_rust_00845.jpg,Corn,Corn___Common_rust,False,224,224,193.1,False,False,False,False,train
Corn___Common_rust_01159.jpg,Corn,Corn___Common_rust,False,224,224,121.8,False,False,False,False,train
Potato___Late_blight_00851.jpg,Potato,Potato___Late_blight,False,224,224,50.7,False,False,False,False,train
Potato___Late_blight_00579.jpg,Potato,Potato___Late_blight,False,224,224,58.9,False,False,False,False,train
Orange___Haunglongbing_00266.jpg,Orange,Orange___Haunglongbing,False,224,224,114.0,False,False,False,False,train
Cherry___Powdery_mildew_00264.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,121.5,False,False,False,False,train
Corn___Common_rust_00068.jpg,Corn,Corn___Common_rust,False,224,224,139.8,False,False,False,False,train
Tomato___Early_blight_00196.jpg,Tomato,Tomato___Early_blight,False,224,224,153.7,False,False,False,False,train
Tomato___Bacterial_spot_01187.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,116.5,False,False,False,False,train
Squash___Powdery_mildew_00860.jpg,Squash,Squash___Powdery_mildew,False,224,224,197.8,False,False,False,False,train
Soybean___healthy_02659.jpg,Soybean,Soybean___healthy,True,224,224,211.4,False,False,False,False,train
Cherry___healthy_00724.jpg,Cherry,Cherry___healthy,True,224,224,146.0,False,False,False,False,train
Peach___healthy_00324.jpg,Peach,Peach___healthy,True,224,224,220.9,False,False,False,False,validation
Tomato___Septoria_leaf_spot_01078.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,199.8,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_05009.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,161.8,False,False,False,False,train
Strawberry___Leaf_scorch_00682.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,218.6,False,False,False,False,test
Apple___Cedar_apple_rust_00169.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,30.7,False,False,False,False,validation
Cherry___healthy_00591.jpg,Cherry,Cherry___healthy,True,224,224,125.8,False,False,False,False,train
Corn___Common_rust_00481.jpg,Corn,Corn___Common_rust,False,224,224,124.5,False,False,False,False,test
Tomato___healthy_00465.jpg,Tomato,Tomato___healthy,True,224,224,88.2,False,False,False,False,train
Tomato___Target_Spot_01393.jpg,Tomato,Tomato___Target_Spot,False,224,224,67.3,False,False,False,False,train
Grape___Black_rot_00217.jpg,Grape,Grape___Black_rot,False,224,224,136.1,False,False,False,False,train
Pepper___healthy_00961.jpg,Pepper,Pepper___healthy,True,224,224,244.1,False,False,False,False,train
Orange___Haunglongbing_02074.jpg,Orange,Orange___Haunglongbing,False,224,224,218.2,False,False,False,False,train
Corn___Northern_Leaf_Blight_00516.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,190.7,False,False,False,False,train
Tomato___Late_blight_01527.jpg,Tomato,Tomato___Late_blight,False,224,224,124.1,False,False,False,False,validation
Cherry___healthy_00717.jpg,Cherry,Cherry___healthy,True,224,224,215.7,False,False,False,False,train
Peach___healthy_00241.jpg,Peach,Peach___healthy,True,224,224,87.8,False,False,False,False,train
Apple___healthy_01198.jpg,Apple,Apple___healthy,True,224,224,121.5,False,False,False,False,test
Apple___Cedar_apple_rust_00199.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,215.2,False,False,False,False,train
Strawberry___healthy_00409.jpg,Strawberry,Strawberry___healthy,True,224,224,243.9,False,False,False,False,train
Orange___Haunglongbing_00019.jpg,Orange,Orange___Haunglongbing,False,224,224,62.8,False,False,False,False,train
Grape___Leaf_blight_00219.jpg,Grape,Grape___Leaf_blight,False,224,224,60.7,False,False,False,False,train
Tomato___Septoria_leaf_spot_01348.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,214.3,False,False,False,False,train
Peach___Bacterial_spot_00087.jpg,Peach,Peach___Bacterial_spot,False,224,224,69.5,False,False,False,False,train
Tomato___Septoria_leaf_spot_01161.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,228.7,False,False,False,False,train
Apple___Black_rot_00390.jpg,Apple,Apple___Black_rot,False,224,224,68.6,False,False,False,False,test
Tomato___Septoria_leaf_spot_00858.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,78.6,False,False,False,False,train
Grape___Esca_(Black_Measles)_01153.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,236.3,False,False,False,False,validation
Peach___healthy_00293.jpg,Peach,Peach___healthy,True,224,224,166.4,False,False,False,False,validation
Strawberry___Leaf_scorch_01012.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,142.8,False,False,False,False,train
Tomato___Septoria_leaf_spot_01362.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,34.7,False,False,False,False,train
Blueberry___healthy_00650.jpg,Blueberry,Blueberry___healthy,True,224,224,210.5,False,False,False,False,train
Tomato___Septoria_leaf_spot_00255.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,206.9,False,False,False,False,validation
Potato___Early_blight_00918.jpg,Potato,Potato___Early_blight,False,224,224,65.1,False,False,False,False,train
Tomato___Early_blight_00006.jpg,Tomato,Tomato___Early_blight,False,224,224,207.9,False,False,False,False,train
Pepper___healthy_00923.jpg,Pepper,Pepper___healthy,True,224,224,223.6,False,False,False,False,train
Corn___Common_rust_00673.jpg,Corn,Corn___Common_rust,False,224,224,133.7,False,False,False,False,train
Tomato___Tomato_mosaic_virus_00277.jpg,Tomato,Tomato___Tomato_mosaic_virus,False,224,224,148.9,False,False,False,False,train
Peach___Bacterial_spot_01586.jpg,Peach,Peach___Bacterial_spot,False,224,224,112.3,False,False,False,False,train
Tomato___Septoria_leaf_spot_00212.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,84.3,False,False,False,False,test
Tomato___Tomato_Yellow_Leaf_Curl_Virus_00181.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,39.7,False,False,False,False,train
Grape___Esca_(Black_Measles)_01295.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,172.4,False,False,False,False,train
Apple___healthy_01438.jpg,Apple,Apple___healthy,True,224,224,193.7,False,False,False,False,train
Tomato___Late_blight_00641.jpg,Tomato,Tomato___Late_blight,False,224,224,122.1,False,False,False,False,train
Potato___Early_blight_00892.jpg,Potato,Potato___Early_blight,False,224,224,196.5,False,False,False,False,test
Strawberry___Leaf_scorch_01031.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,139.5,False,False,False,False,train
Potato___Late_blight_00311.jpg,Potato,Potato___Late_blight,False,224,224,235.7,False,False,False,False,train
Tomato___Late_blight_01264.jpg,Tomato,Tomato___Late_blight,False,224,224,97.4,False,False,False,False,validation
Apple___Cedar_apple_rust_00105.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,228.5,False,False,False,False,validation
Squash___Powdery_mildew_00802.jpg,Squash,Squash___Powdery_mildew,False,224,224,114.9,False,False,False,False,validation
Grape___Esca_(Black_Measles)_01369.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,111.7,False,False,False,False,train
Tomato___Late_blight_00081.jpg,Tomato,Tomato___Late_blight,False,224,224,149.3,False,False,False,False,train
Raspberry___healthy_00276.jpg,Raspberry,Raspberry___healthy,True,224,224,75.2,False,False,False,False,train
Blueberry___healthy_01102.jpg,Blueberry,Blueberry___healthy,True,224,224,55.1,False,False,False,False,train
Tomato___Late_blight_00707.jpg,Tomato,Tomato___Late_blight,False,224,224,224.4,False,False,False,False,train
Corn___Cercospora_leaf_spot_00477.jpg,Corn,Corn___Cercospora_leaf_spot,False,224,224,212.5,False,False,False,False,test
Blueberry___healthy_00827.jpg,Blueberry,Blueberry___healthy,True,224,224,132.6,False,False,False,False,train
Corn___Northern_Leaf_Blight_00638.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,155.6,False,False,False,False,train
Blueberry___healthy_00449.jpg,Blueberry,Blueberry___healthy,True,224,224,195.6,False,False,False,False,validation
Grape___Esca_(Black_Measles)_00318.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,207.4,False,False,False,False,train
Soybean___healthy_01943.jpg,Soybean,Soybean___healthy,True,224,224,215.2,False,False,False,False,train
Pepper___Bacterial_spot_00659.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,197.5,False,False,False,False,train
Soybean___healthy_03961.jpg,Soybean,Soybean___healthy,True,224,224,33.7,False,False,False,False,test
Orange___Haunglongbing_04350.jpg,Orange,Orange___Haunglongbing,False,224,224,152.3,False,False,False,False,train
Pepper___healthy_01381.jpg,Pepper,Pepper___healthy,True,224,224,40.8,False,False,False,False,train
Strawberry___healthy_00266.jpg,Strawberry,Strawberry___healthy,True,224,224,34.7,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_04973.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,205.9,False,False,False,False,train
Tomato___Early_blight_00366.jpg,Tomato,Tomato___Early_blight,False,224,224,129.0,False,False,False,False,test
Tomato___Bacterial_spot_02082.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,94.9,False,False,False,False,train
Apple___Black_rot_00395.jpg,Apple,Apple___Black_rot,False,224,224,206.0,False,False,False,False,train
Potato___Early_blight_00365.jpg,Potato,Potato___Early_blight,False,224,224,217.5,False,False,False,False,train
Blueberry___healthy_00738.jpg,Blueberry,Blueberry___healthy,True,224,224,191.7,False,False,False,False,train
Orange___Haunglongbing_04668.jpg,Orange,Orange___Haunglongbing,False,224,224,81.1,False,False,False,False,test
Corn___Northern_Leaf_Blight_00674.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,132.2,False,False,False,False,train
Orange___Haunglongbing_01145.jpg,Orange,Orange___Haunglongbing,False,224,224,133.5,False,False,False,False,validation
Pepper___Bacterial_spot_00865.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,207.4,False,False,False,False,train
Peach___Bacterial_spot_00076.jpg,Peach,Peach___Bacterial_spot,False,224,224,86.4,False,False,False,False,train
Tomato___Septoria_leaf_spot_00976.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,217.6,False,False,False,False,train
Tomato___Bacterial_spot_00229.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,126.9,False,False,False,False,train
Peach___Bacterial_spot_01629.jpg,Peach,Peach___Bacterial_spot,False,224,224,212.1,False,False,False,False,validation
Raspberry___healthy_00126.jpg,Raspberry,Raspberry___healthy,True,224,224,122.4,False,False,False,False,train
Soybean___healthy_02208.jpg,Soybean,Soybean___healthy,True,224,224,132.1,False,False,False,False,train
Soybean___healthy_04620.jpg,Soybean,Soybean___healthy,True,224,224,62.6,False,False,False,False,train
Corn___Cercospora_leaf_spot_00417.jpg,Corn,Corn___Cercospora_leaf_spot,False,224,224,216.5,False,False,False,False,train
Pepper___healthy_01477.jpg,Pepper,Pepper___healthy,True,224,224,108.3,False,False,False,False,train
Tomato___Early_blight_00881.jpg,Tomato,Tomato___Early_blight,False,224,224,68.2,False,False,False,False,train
Grape___Leaf_blight_00815.jpg,Grape,Grape___Leaf_blight,False,224,224,130.8,False,False,False,False,train
Grape___healthy_00236.jpg,Grape,Grape___healthy,True,224,224,227.2,False,False,False,False,train
Blueberry___healthy_01444.jpg,Blueberry,Blueberry___healthy,True,224,224,148.7,False,False,False,False,train
Cherry___Powdery_mildew_00014.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,75.8,False,False,False,False,train
Cherry___healthy_00536.jpg,Cherry,Cherry___healthy,True,224,224,192.9,False,False,False,False,train
Cherry___Powdery_mildew_00397.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,49.0,False,False,False,False,train
Tomato___Leaf_Mold_00706.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,69.2,False,False,False,False,train
Apple___healthy_01204.jpg,Apple,Apple___healthy,True,224,224,64.3,False,False,False,False,train
Corn___Common_rust_00149.jpg,Corn,Corn___Common_rust,False,224,224,216.7,False,False,False,False,train
Grape___healthy_00248.jpg,Grape,Grape___healthy,True,224,224,166.9,False,False,False,False,test
Apple___Cedar_apple_rust_00243.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,76.9,False,False,False,False,train
Strawberry___Leaf_scorch_01073.jpg,Strawberry,Strawberry___Leaf_scorch,False,224,224,42.2,False,False,False,False,train
Tomato___Early_blight_00720.jpg,Tomato,Tomato___Early_blight,False,224,224,88.4,False,False,False,False,train
Tomato___Tomato_Yellow_Leaf_Curl_Virus_03967.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,94.6,False,False,False,False,train
Peach___Bacterial_spot_02272.jpg,Peach,Peach___Bacterial_spot,False,224,224,126.0,False,False,False,False,train
Tomato___Septoria_leaf_spot_00580.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,241.6,False,False,False,False,test
Tomato___Leaf_Mold_00143.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,121.4,False,False,False,False,test
Blueberry___healthy_00254.jpg,Blueberry,Blueberry___healthy,True,224,224,88.7,False,False,False,False,train
Orange___Haunglongbing_02635.jpg,Orange,Orange___Haunglongbing,False,224,224,224.0,False,False,False,False,train
Corn___Common_rust_00827.jpg,Corn,Corn___Common_rust,False,224,224,221.9,False,False,False,False,train
Grape___Black_rot_00774.jpg,Grape,Grape___Black_rot,False,224,224,204.5,False,False,False,False,train
Grape___Leaf_blight_00697.jpg,Grape,Grape___Leaf_blight,False,224,224,216.1,False,False,False,False,train
Apple___healthy_00460.jpg,Apple,Apple___healthy,True,224,224,172.4,False,False,False,False,train
Tomato___Leaf_Mold_00569.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,78.8,False,False,False,False,test
Corn___Northern_Leaf_Blight_00597.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,119.1,False,False,False,False,train
Apple___healthy_01581.jpg,Apple,Apple___healthy,True,224,224,169.6,False,False,False,False,train
Apple___healthy_00763.jpg,Apple,Apple___healthy,True,224,224,142.0,False,False,False,False,test
Grape___Black_rot_00706.jpg,Grape,Grape___Black_rot,False,224,224,33.1,False,False,False,False,train
Tomato___healthy_00773.jpg,Tomato,Tomato___healthy,True,224,224,171.5,False,False,False,False,test
Peach___healthy_00047.jpg,Peach,Peach___healthy,True,224,224,100.4,False,False,False,False,validation
Tomato___Spider_mites_00501.jpg,Tomato,Tomato___Spider_mites,False,224,224,218.4,False,False,False,False,train
Tomato___Spider_mites_00639.jpg,Tomato,Tomato___Spider_mites,False,224,224,176.4,False,False,False,False,validation
Apple___Cedar_apple_rust_00181.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,171.3,False,False,False,False,train
Raspberry___healthy_00199.jpg,Raspberry,Raspberry___healthy,True,224,224,143.3,False,False,False,False,train
Pepper___Bacterial_spot_00412.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,192.4,False,False,False,False,test
Corn___Common_rust_00774.jpg,Corn,Corn___Common_rust,False,224,224,172.3,False,False,False,False,train
Raspberry___healthy_00212.jpg,Raspberry,Raspberry___healthy,True,224,224,45.6,False,False,False,False,test
Tomato___healthy_00607.jpg,Tomato,Tomato___healthy,True,224,224,218.0,False,False,False,False,train
Apple___Cedar_apple_rust_00245.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,108.3,False,False,False,False,test
Pepper___Bacterial_spot_00490.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,78.4,False,False,False,False,train
Grape___healthy_00382.jpg,Grape,Grape___healthy,True,224,224,161.3,False,False,False,False,train
Tomato___Spider_mites_01525.jpg,Tomato,Tomato___Spider_mites,False,224,224,113.8,False,False,False,False,test
Soybean___healthy_05073.jpg,Soybean,Soybean___healthy,True,224,224,53.9,False,False,False,False,train
Pepper___healthy_00268.jpg,Pepper,Pepper___healthy,True,224,224,61.8,False,False,False,False,test
Potato___healthy_00088.jpg,Potato,Potato___healthy,True,224,224,198.6,False,False,False,False,test
Pepper___Bacterial_spot_00460.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,245.0,False,False,False,False,train
Potato___Late_blight_00542.jpg,Potato,Potato___Late_blight,False,224,224,104.5,False,False,False,False,train
Cherry___healthy_00545.jpg,Cherry,Cherry___healthy,True,224,224,147.5,False,False,False,False,train
Cherry___Powdery_mildew_00429.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,86.2,False,False,False,False,train
Tomato___Septoria_leaf_spot_00782.jpg,Tomato,Tomato___Septoria_leaf_spot,False,224,224,41.0,False,False,False,False,train
Tomato___Target_Spot_01375.jpg,Tomato,Tomato___Target_Spot,False,224,224,55.2,False,False,False,False,train
Apple___Cedar_apple_rust_00015.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,30.1,False,False,False,False,validation
Tomato___Target_Spot_00318.jpg,Tomato,Tomato___Target_Spot,False,224,224,61.2,False,False,False,False,validation
Tomato___healthy_01242.jpg,Tomato,Tomato___healthy,True,224,224,105.1,False,False,False,False,train
Apple___healthy_00053.jpg,Apple,Apple___healthy,True,224,224,53.0,False,False,False,False,train
Soybean___healthy_04690.jpg,Soybean,Soybean___healthy,True,224,224,200.6,False,False,False,False,validation
Tomato___Leaf_Mold_00837.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,55.0,False,False,False,False,test
Tomato___Spider_mites_01197.jpg,Tomato,Tomato___Spider_mites,False,224,224,140.4,False,False,False,False,validation
Tomato___Tomato_Yellow_Leaf_Curl_Virus_03376.jpg,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,False,224,224,60.7,False,False,False,False,train
Peach___Bacterial_spot_00511.jpg,Peach,Peach___Bacterial_spot,False,224,224,205.5,False,False,False,False,train
Grape___Esca_(Black_Measles)_00680.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,149.4,False,False,False,False,train
Tomato___Spider_mites_00507.jpg,Tomato,Tomato___Spider_mites,False,224,224,202.7,False,False,False,False,train
Tomato___Late_blight_01457.jpg,Tomato,Tomato___Late_blight,False,224,224,152.8,False,False,False,False,validation
Grape___Esca_(Black_Measles)_01342.jpg,Grape,Grape___Esca_(Black_Measles),False,224,224,96.7,False,False,False,False,train
Tomato___Target_Spot_00815.jpg,Tomato,Tomato___Target_Spot,False,224,224,161.6,False,False,False,False,train
Orange___Haunglongbing_03126.jpg,Orange,Orange___Haunglongbing,False,224,224,239.4,False,False,False,False,train
Tomato___Late_blight_01529.jpg,Tomato,Tomato___Late_blight,False,224,224,183.4,False,False,False,False,train
Soybean___healthy_04490.jpg,Soybean,Soybean___healthy,True,224,224,139.2,False,False,False,False,train
Corn___Common_rust_00683.jpg,Corn,Corn___Common_rust,False,224,224,124.8,False,False,False,False,train
Apple___healthy_00383.jpg,Apple,Apple___healthy,True,224,224,99.9,False,False,False,False,test
Corn___Northern_Leaf_Blight_00619.jpg,Corn,Corn___Northern_Leaf_Blight,False,224,224,73.6,False,False,False,False,train
Apple___Cedar_apple_rust_00175.jpg,Apple,Apple___Cedar_apple_rust,False,224,224,227.2,False,False,False,False,validation
Pepper___Bacterial_spot_00068.jpg,Pepper,Pepper___Bacterial_spot,False,224,224,113.7,False,False,False,False,validation
Tomato___Leaf_Mold_00745.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,38.5,False,False,False,False,train
Pepper___healthy_01213.jpg,Pepper,Pepper___healthy,True,224,224,83.8,False,False,False,False,train
Tomato___Leaf_Mold_00205.jpg,Tomato,Tomato___Leaf_Mold,False,224,224,169.6,False,False,False,False,train
Tomato___Bacterial_spot_00287.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,56.0,False,False,False,False,test
Soybean___healthy_01172.jpg,Soybean,Soybean___healthy,True,224,224,40.1,False,False,False,False,train
Soybean___healthy_03204.jpg,Soybean,Soybean___healthy,True,224,224,191.3,False,False,False,False,train
Grape___Leaf_blight_00468.jpg,Grape,Grape___Leaf_blight,False,224,224,134.5,False,False,False,False,validation
Tomato___Late_blight_00901.jpg,Tomato,Tomato___Late_blight,False,224,224,32.7,False,False,False,False,train
Squash___Powdery_mildew_01026.jpg,Squash,Squash___Powdery_mildew,False,224,224,96.1,False,False,False,False,test
Tomato___Bacterial_spot_01219.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,123.5,False,False,False,False,train
Tomato___Late_blight_00044.jpg,Tomato,Tomato___Late_blight,False,224,224,204.5,False,False,False,False,train
Potato___Late_blight_00110.jpg,Potato,Potato___Late_blight,False,224,224,56.1,False,False,False,False,train
Cherry___Powdery_mildew_00199.jpg,Cherry,Cherry___Powdery_mildew,False,224,224,39.9,False,False,False,False,train
Tomato___Bacterial_spot_00340.jpg,Tomato,Tomato___Bacterial_spot,False,224,224,78.9,False,False,False,False,validation
Grape___Black_rot_00450.jpg,Grape,Grape___Black_rot,False,224,224,39.7,False,False,False,False,validation
